car_company,variant,car_age,km_driven,fuel_type,seller_type,transmission_type,num_of_ownership,mileage,engine,max_power,num_of_seats,selling_price
Hyundai,Others,15,90000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,5,170000
Hyundai,Creta 1.6 CRDi SX,6,90000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,978999
Tata,Others,3,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,490000
Ford,Others,9,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,88.7,5,280000
Tata,Others,3,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5,390000
Maruti,Alto 800 VXI,8,60000,Petrol,Individual,Manual,Fourth Owner,22.74,796,47.3,5,170000
Chevrolet,Others,13,70000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5,45000
Maruti,Ertiga SHVS VDI,5,80000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7,640000
Mahindra,Others,6,110000,Diesel,Individual,Manual,Second Owner,15.4,2523,75.0,9,650000
Mahindra,Scorpio LX,8,115717,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9,500000
Ford,Others,13,110000,Diesel,Individual,Manual,Second Owner,17.7,1399,68.0,5,90000
Tata,Others,7,70000,Diesel,Individual,Manual,Second Owner,15.05,2179,147.9,7,480000
Maruti,Swift VXI,2,4000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,630000
Hyundai,i10 Sportz,10,50000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,250000
Hyundai,Grand i10 Sportz,5,70000,Petrol,Individual,Manual,Fourth Owner,18.9,1197,82.0,5,330000
Hyundai,i10 Magna,12,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,180000
Hyundai,i20 Magna,11,50000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,5,210000
Maruti,Swift Dzire ZDI,5,55000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,550000
Tata,Others,1,5000,Petrol,Individual,Automatic,First Owner,17.0,1198,108.5,5,950000
Mahindra,Bolero 2011-2019 ZLX,8,100000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7,430000
Hyundai,i10 Sportz,7,23000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,348000
Maruti,Alto 800 LX,7,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,196000
Maruti,Wagon R LXI Minor,11,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,150000
Maruti,Wagon R LXI Minor,12,60000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5,150000
Tata,Others,2,100000,Diesel,Individual,Manual,First Owner,14.1,2179,153.86,7,1250000
Maruti,Ertiga VDI,6,90000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7,600000
Tata,Others,11,26432,Petrol,Dealer,Manual,First Owner,25.4,624,37.48,4,65000
Maruti,Others,5,46702,Petrol,Dealer,Manual,First Owner,16.8,796,34.2,8,220000
Maruti,Others,5,46706,Petrol,Dealer,Manual,First Owner,16.8,796,34.2,8,220000
Tata,Others,15,53523,Petrol,Dealer,Manual,First Owner,16.84,1193,64.4,5,110000
Chevrolet,Beat Diesel LT,9,56365,Diesel,Dealer,Manual,First Owner,25.44,936,56.3,5,175000
Chevrolet,Spark 1.0 LT,10,49563,Petrol,Dealer,Manual,First Owner,16.2,995,62.1,5,160000
Maruti,Others,17,56432,Petrol,Dealer,Manual,First Owner,16.1,796,37.0,4,65000
Maruti,Alto LXi BSIII,14,53512,Petrol,Dealer,Manual,Second Owner,19.7,796,46.3,5,120000
Mahindra,Others,8,40000,Diesel,Individual,Automatic,First Owner,11.18,2696,184.0,7,1000000
Maruti,Wagon R LXI BS IV,11,46533,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5,220000
Maruti,Others,13,58632,Petrol,Dealer,Manual,Second Owner,14.0,796,35.0,5,114999
Mahindra,Others,5,80000,Diesel,Individual,Automatic,Second Owner,16.0,2179,140.0,7,850000
Maruti,Ertiga SHVS VDI,5,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,750000
Renault,KWID 1.0 RXT Optional,4,90000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,265000
Ford,Others,7,110000,Petrol,Individual,Manual,Second Owner,14.09,1596,99.6,5,450000
Mahindra,Others,8,90000,Diesel,Individual,Manual,First Owner,17.21,1493,100.0,7,225000
Mahindra,Scorpio S10 7 Seater,6,70000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7,1125000
Maruti,Others,12,80000,Petrol,Individual,Manual,First Owner,16.6,1197,85.0,5,270000
Maruti,Alto LX,14,78000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,130000
Mahindra,Bolero Power Plus SLE,4,45000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,660000
Maruti,Alto K10 VXI,6,50000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,240000
Maruti,Alto 800 LXI,4,58000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,275000
Toyota,Others,9,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8,750000
Chevrolet,Others,14,30000,Petrol,Individual,Manual,Second Owner,14.7,1150,76.0,5,65000
Tata,Safari Storme EX,4,162000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,850000
Maruti,Wagon R LXI CNG,5,50000,CNG,Individual,Manual,Second Owner,26.6,998,58.16,5,300000
Hyundai,i20 1.2 Magna Executive,3,25000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,555000
Mahindra,Scorpio 1.99 S6 Plus,6,60000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,825000
Hyundai,Others,11,70000,LPG,Individual,Manual,Third Owner,13.45,1086,62.1,5,150000
Maruti,Swift Dzire VDi,12,138000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,185000
Hyundai,i10 Magna,11,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5,180000
Maruti,Alto LXi,11,48000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,160000
Ford,Others,9,110000,Diesel,Individual,Automatic,First Owner,11.4,2953,153.86,7,500000
Maruti,Swift VDI BSIV,7,88000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5,375000
Toyota,Others,6,68000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,900000
Hyundai,Grand i10 Sportz,4,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,459999
Renault,Duster 85PS Diesel RxL,7,80000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,480000
Maruti,Swift VDI,8,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,5,320000
Maruti,Swift VDI,8,96000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,370000
Maruti,Ritz LDi,5,60000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5,400000
Maruti,Swift VDI BSIV,7,65000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,425000
Maruti,Celerio ZXI,7,48000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,325000
Hyundai,Grand i10 Magna,5,65300,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5,350000
Hyundai,Others,3,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,600000
Chevrolet,Beat Diesel,9,60000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5,120000
Maruti,Alto K10 2010-2014 VXI,9,70000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5,200000
Maruti,Alto LXi BSIII,13,70000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5,100000
Hyundai,Others,7,70000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5,350000
Maruti,Alto LXi,15,150000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,85000
Maruti,Others,2,10000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,399000
Hyundai,Verna 1.6 CRDI,7,56000,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,5,580000
Datsun,RediGO T Option,4,30000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,290000
Hyundai,Grand i10 Magna,7,50000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5,380000
Ford,Figo Diesel EXI,11,120000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,5,200000
Maruti,Wagon R LXI CNG,3,40000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,390000
Hyundai,Others,4,27500,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,500000
Maruti,Ertiga VDI,9,73000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,520000
Maruti,Swift Dzire VDI,4,75000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,650000
Renault,Others,3,5000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5,380000
Maruti,Others,11,50000,LPG,Individual,Manual,First Owner,26.2,998,58.2,5,275000
Maruti,Swift Dzire VDI,6,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,520000
Maruti,Swift Dzire VDI,6,60000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,610000
Maruti,Wagon R LXI,17,110000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5,85000
Renault,Duster 85PS Diesel RxL Optional,8,95000,Diesel,Individual,Manual,First Owner,20.46,1461,83.8,5,490000
Hyundai,EON Era Plus,6,34000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,229999
Hyundai,Grand i10 Sportz,6,25000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,411000
Maruti,Eeco CNG 5 Seater AC BSIV,2,120000,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,5,362000
Toyota,Others,7,31000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5,550000
Maruti,Wagon R LXI CNG,3,70000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,459999
Maruti,Others,10,47000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,190000
Hyundai,Others,2,5000,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,5,499000
Maruti,Eeco 7 Seater Standard BSIV,3,44000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,7,358000
Toyota,Others,9,120000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.1,5,278000
Fiat,Others,7,39395,Diesel,Individual,Manual,First Owner,21.2,1248,75.0,5,320000
Renault,Others,8,67000,Diesel,Individual,Manual,Second Owner,20.4,1461,108.5,5,580000
Honda,Others,2,20000,Petrol,Individual,Automatic,First Owner,17.4,1497,117.6,5,1300000
Honda,Amaze VX i-DTEC,3,40000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,825000
Toyota,Others,17,120000,Petrol,Individual,Manual,Second Owner,13.4,1794,125.0,5,170000
Hyundai,Others,3,7000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,490000
Mahindra,XUV500 W4,3,15000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7,1050000
Chevrolet,Beat LT,5,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,210000
Mahindra,Others,5,30000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7,1250000
Maruti,Swift VDI,9,120000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5,320000
Chevrolet,Others,9,64000,Diesel,Individual,Manual,First Owner,16.52,1991,123.7,5,400000
Maruti,Ritz VDi,8,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5,320000
Toyota,Corolla Altis Diesel D4DG,9,85000,Diesel,Individual,Manual,First Owner,21.43,1364,87.2,5,600000
Maruti,Alto K10 2010-2014 VXI,9,50000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,275000
Maruti,Alto LXi,12,59000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,170000
Chevrolet,Beat Diesel LT,9,98000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5,155000
Renault,Others,6,140000,Diesel,Individual,Manual,Second Owner,20.45,1461,83.8,5,620000
Hyundai,Others,4,50000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,530000
Toyota,Others,6,40000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,550000
Honda,Others,7,90000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,600000
Mahindra,XUV500 W4,7,117000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,7,649000
Honda,Others,7,90000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5,625000
Chevrolet,Others,11,70000,Petrol,Individual,Manual,First Owner,16.0,995,63.0,5,125000
Chevrolet,Others,12,230000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,9,305000
Maruti,Others,11,155000,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,5,285000
Tata,Others,6,60000,Diesel,Individual,Manual,Second Owner,13.49,2179,138.03,5,600000
Mahindra,Others,5,110000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,6,426000
Tata,Indica Vista Terra 1.4 TDI,11,120000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,5,180000
Hyundai,Others,10,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,400000
Chevrolet,Beat LS,11,40000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5,120000
Tata,Manza Aura (ABS) Quadrajet BS IV,9,110000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5,300000
Maruti,Alto K10 2010-2014 VXI,10,92500,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5,190000
Maruti,Alto 800 LXI,4,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,310000
Renault,KWID RXL,2,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,380000
Mahindra,Bolero Power Plus ZLX,2,14000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,740000
Datsun,RediGO T Option,5,35000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,260000
Maruti,Alto K10 VXI,4,32000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5,320000
Maruti,Wagon R LXI CNG,8,90000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5,211000
Maruti,Others,3,35000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5,650000
Maruti,Swift Dzire VDI,4,32500,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,5,651000
Maruti,Others,2,14000,Petrol,Individual,Automatic,First Owner,23.95,998,67.05,5,380000
Chevrolet,Beat Diesel LT,7,70000,Diesel,Individual,Manual,Third Owner,25.44,936,56.3,5,160000
Hyundai,Others,2,20000,Petrol,Individual,Automatic,First Owner,17.0,1591,121.3,5,1270000
Maruti,Swift VDI Optional,6,100000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,5,405000
Mahindra,XUV500 W8 2WD,6,64800,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7,850000
Mahindra,Bolero Power Plus ZLX,4,90000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7,680000
Hyundai,Others,7,80000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,5,426999
Toyota,Innova 2.5 VX (Diesel) 7 Seater,7,60000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,1019999
Toyota,Others,16,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8,245000
Hyundai,Others,6,120000,Diesel,Individual,Manual,First Owner,22.7,1582,126.2,5,869999
Maruti,Others,11,66444,LPG,Individual,Manual,First Owner,26.2,998,58.2,5,160000
Maruti,Vitara Brezza VDi Option,5,86000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,700000
Nissan,Others,9,90000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5,300000
Honda,Others,14,218463,Petrol,Individual,Automatic,First Owner,12.9,1799,130.0,5,175000
Toyota,Others,9,153000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,8,960000
Mahindra,Thar CRDe AC,7,70000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,6,525000
Hyundai,Grand i10 CRDi Sportz,6,60000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,5,345000
Honda,Others,6,50000,Petrol,Individual,Manual,First Owner,18.0,1198,86.7,5,390000
Datsun,GO T Option BSIV,6,20000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,5,275000
Chevrolet,Sail 1.2 LS ABS,7,35000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,310000
Hyundai,Others,4,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,500000
Chevrolet,Others,8,70000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,5,200000
Volkswagen,Others,3,53000,Diesel,Individual,Manual,First Owner,20.14,1498,88.0,5,650000
Honda,City i-DTEC VX,3,60000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,1031000
Hyundai,EON 1.0 Era Plus,3,70000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5,330000
Hyundai,Others,2,4000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5,399000
Hyundai,i10 Magna,9,103000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,250000
Hyundai,Others,4,20000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,5,600000
Maruti,Swift VDI,8,77000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5,375000
Volkswagen,Vento Diesel Highline,9,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,375000
Hyundai,Others,8,87185,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5,445000
Maruti,Wagon R LXI,18,167000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5,55000
Hyundai,i20 2015-2017 Asta 1.4 CRDi,5,77000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,611000
Hyundai,Verna 1.4 CRDi,7,110000,Diesel,Individual,Manual,Second Owner,24.8,1396,88.7,5,459999
Ford,Fiesta EXi 1.4 TDCi Ltd,10,120000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5,275000
Hyundai,Others,10,170000,CNG,Individual,Manual,First Owner,11.88,1086,62.1,5,185000
Hyundai,Verna 1.6 SX,9,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,390000
Chevrolet,Spark 1.0 LT,14,40000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,5,72000
Tata,Others,14,50000,Diesel,Individual,Manual,First Owner,17.88,1396,52.8,5,90000
Toyota,Etios GD,6,125000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,500000
Maruti,Wagon R LXI CNG,10,137000,CNG,Individual,Manual,First Owner,26.2,998,58.2,5,200000
Mahindra,Others,2,18000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7,1575000
Hyundai,Grand i10 Sportz,6,30000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,511000
Fiat,Others,12,55000,Petrol,Individual,Manual,First Owner,14.6,1368,88.7,5,150000
Toyota,Others,1,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,8,1500000
Maruti,Alto 800 LXI,8,80000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,185000
Maruti,Baleno Delta 1.2,3,30000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,550000
Maruti,Alto K10 VXI,4,3564,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,325000
Maruti,Swift Dzire VDI Optional,6,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5,525000
Force,Others,3,13000,Diesel,Individual,Manual,First Owner,17.0,2200,139.01,7,1050000
Tata,Others,9,120000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,5,300000
Chevrolet,Beat LT,10,90000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5,120000
Jaguar,XE 2016-2019 2.0L Diesel Prestige,4,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5,2625000
Tata,Safari Storme EX,6,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,503000
Toyota,Camry 2.5 Hybrid,5,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,2000000
Maruti,Wagon R LXI,8,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,225000
Maruti,Baleno Alpha 1.3,3,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,740000
Honda,Jazz VX,5,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,550000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,8,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,750000
Maruti,Swift AMT VVT VXI,2,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,650000
Toyota,Etios VX,4,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,625000
Maruti,Swift AMT ZXI,3,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,600000
Hyundai,Grand i10 1.2 CRDi Sportz,4,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,450000
Honda,Amaze V CVT Petrol BSIV,2,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,779000
Skoda,Rapid 1.6 MPI AT Elegance,5,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,645000
Volvo,V40 D3 R-Design,3,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,2475000
Hyundai,Santro Xing GLS,10,50000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,5,170000
Tata,Indigo CS eLX BS IV,11,42000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5,320000
Maruti,Others,5,17000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,5,350000
Maruti,Others,3,40000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,5,500000
Tata,Indigo LS,12,137000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5,135000
Renault,KWID RXL,3,20000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,340000
Hyundai,Grand i10 Sportz,1,70000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5,330000
Maruti,Others,10,48756,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,5,350000
Hyundai,Others,5,110000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,5,400000
Ford,Fiesta Classic 1.4 Duratorq CLXI,7,80322,Diesel,Dealer,Manual,First Owner,17.8,1399,67.0,5,325000
Mahindra,Scorpio 1.99 S4,6,35000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7,1000000
Mahindra,Others,4,110000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,7,850000
Maruti,Others,9,70000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5,350000
Jaguar,XE 2016-2019 2.0L Diesel Prestige,4,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,5,2625000
Tata,Safari Storme EX,6,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,503000
Toyota,Camry 2.5 Hybrid,5,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,2000000
Maruti,Wagon R LXI,8,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,225000
Maruti,Baleno Alpha 1.3,3,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,5,740000
Honda,Jazz VX,5,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,550000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,8,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,750000
Maruti,Swift AMT VVT VXI,2,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,5,650000
Toyota,Etios VX,4,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,625000
Maruti,Swift AMT ZXI,3,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,5,600000
Hyundai,Grand i10 1.2 CRDi Sportz,4,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5,450000
Honda,Amaze V CVT Petrol BSIV,2,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,5,779000
Skoda,Rapid 1.6 MPI AT Elegance,5,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,645000
Volvo,V40 D3 R-Design,3,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,5,2475000
Honda,Others,6,120000,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,7,550000
Tata,Others,6,60000,Diesel,Individual,Manual,First Owner,14.0,2179,138.1,7,925000
Mahindra,Others,11,97000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120.0,8,509999
Mahindra,Xylo D2,10,100000,Diesel,Individual,Manual,Second Owner,13.0,2489,95.0,8,250000
Hyundai,Others,6,36000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,500000
Hyundai,Creta 1.4 CRDi S,2,27000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,1050000
Maruti,Swift Dzire VDI,7,50000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5,490000
Maruti,Eeco 5 Seater AC BSIV,1,15000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5,415000
Maruti,Others,8,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,190000
Maruti,Swift Dzire VDI,3,120000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,680000
Maruti,Others,8,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,190000
Mahindra,Others,8,173000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,7,479000
Maruti,Alto 800 LXI,5,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5,270000
Hyundai,i10 Era,13,70000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,5,170000
Maruti,Others,3,25000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5,764000
Mahindra,Bolero 2011-2019 SLE,2,30000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,710000
Maruti,Alto 800 VXI,4,35000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,310000
Mahindra,Others,4,100000,Diesel,Individual,Manual,Second Owner,16.5,1493,70.0,7,620000
Hyundai,EON Sportz,4,31000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,280000
Hyundai,Others,5,40000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5,450000
Mercedes-Benz,Others,4,10000,Diesel,Individual,Automatic,Second Owner,17.9,2143,136.0,5,2199000
Ford,Others,13,60000,Petrol,Individual,Manual,Second Owner,15.3,1596,99.6,5,285000
Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,14,210000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,8,465000
BMW,Others,12,60000,Diesel,Individual,Automatic,Second Owner,16.07,1995,181.0,5,1100000
Volkswagen,Vento Diesel Highline,10,110000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5,350000
Maruti,Others,4,35000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,7,600000
Maruti,Baleno Delta 1.2,4,35000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,570000
Maruti,Alto K10 VXI,5,20000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,325000
